Person1,Image1,Person2,Image2,Similarity
African/African_female_23,Passport.jpg,South Asia/South asia_Female_26,Phone_outdoor_01.jpg,0.59
African/African_female_23,Passport.jpg,South Asia/South asia_Female_26,Phone_outdoor_02.jpg,0.57
African/African_female_23,Passport.jpg,South Asia/South asia_Female_26,Webcam_01.jpg,0.51
African/African_female_23,Passport.jpg,South Asia/South asia_Female_26,Webcam_02.jpg,0.5
African/African_female_23,Passport.jpg,South Asia/South asia_Female_26,Webcam_03.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,African/African_female_23,Phone_outdoor_01.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,African/African_female_23,Phone_outdoor_02.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,African/African_female_23,Webcam_01.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,African/African_female_23,Webcam_02.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,African/African_female_23,Webcam_03.jpg,0.37
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,National_ID.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,Passport.jpg,0.47
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,Phone_indoor_01.jpg,0.39
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,Phone_outdoor_01.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,Phone_outdoor_02.jpg,0.39
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,Webcam_01.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,Webcam_02.jpg,0.4
African/African_female_23,Phone_indoor_01.jpg,African/African_female_27,Webcam_03.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,National_ID.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,Passport.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,Phone_indoor_01.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,Phone_outdoor_01.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,Phone_outdoor_02.jpg,0.38
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,Webcam_01.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,Webcam_02.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,African/African_female_32,Webcam_03.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,National_ID.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,Passport.jpg,0.38
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,Phone_indoor_01.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,Phone_outdoor_01.jpg,0.53
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,Phone_outdoor_02.jpg,0.47
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,Webcam_01.jpg,0.34
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,Webcam_02.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,African/African_Male_22,Webcam_03.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Passport_1.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Passport_2.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Phone_indoor_01.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Phone_outdoor_01.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Phone_outdoor_02.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Webcam_01.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Webcam_02.jpg,0.38
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_28,Webcam_03.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Passport_1.jpg,0.52
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Passport_2.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Phone_indoor_01.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Phone_outdoor_01.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Phone_outdoor_02.jpg,0.53
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Webcam_01.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Webcam_02.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_47,Webcam_03.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_53,ID.jpg,0.52
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_53,Passport.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_53,Phone_indoor_02.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_53,Phone_outdoor_01.jpg,0.5
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_53,Webcam_01.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_53,Webcam_02.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_female_53,Webcam_03.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Passport_1.jpg,0.55
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Passport_2.jpg,0.46
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Phone_indoor_01.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Phone_indoor_02.jpg,0.57
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Phone_outdoor_02.jpg,0.5
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Webcam_01.jpg,0.57
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Webcam_02.jpg,0.55
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_36,Webcam_03.jpg,0.46
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Passport_1.jpg,0.6
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Passport_2.jpg,0.52
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Phone_indoor_01.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Phone_indoor_02.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Phone_outdoor_02.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Webcam_01.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Webcam_02.jpg,0.53
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_37,Webcam_03.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Passport_1.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Passport_2.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Phone_indoor_01.jpg,0.46
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Phone_outdoor_01.jpg,0.52
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Phone_outdoor_02.jpg,0.4
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Webcam_01.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Webcam_02.jpg,0.54
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_38,Webcam_03.jpg,0.47
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_53,Webcam_01.jpg,0.47
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_53,Webcam_03.jpg,0.53
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_53,Webcam_04.jpg,0.46
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_56,Passport_1.jpg,0.55
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_56,Phone_indoor_01.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_56,Phone_outdoor_01.jpg,0.36
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_56,Phone_outdoor_02.jpg,0.47
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_56,Webcam_01.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_56,Webcam_02.jpg,0.47
African/African_female_23,Phone_indoor_01.jpg,Caucasians/Caucasian_male_56,Webcam_03.jpg,0.48
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,National_ID.jpg,0.47
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,Passport.jpg,0.42
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,Phone_indoor_01.jpg,0.38
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,Phone_outdoor_01.jpg,0.37
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,Phone_outdoor_02.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,Webcam_01.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,Webcam_02.jpg,0.39
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Female_18,Webcam_03.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,National_ID.jpg,0.5
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,Passport.jpg,0.59
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,Phone_indoor_01.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,Phone_outdoor_01.jpg,0.58
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,Phone_outdoor_02.jpg,0.53
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,Webcam_01.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,Webcam_02.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_32,Webcam_03.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,National_ID.jpg,0.51
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,Passport.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,Phone_indoor_01.jpg,0.38
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,Phone_outdoor_01.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,Phone_outdoor_02.jpg,0.39
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,Webcam_01.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,Webcam_02.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_35,Webcam_03.jpg,0.46
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,National_ID.jpg,0.39
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,Passport.jpg,0.52
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,Phone_indoor_01.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,Phone_outdoor_01.jpg,0.5
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,Phone_outdoor_02.jpg,0.56
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,Webcam_01.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,Webcam_02.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Hispanic/Hispanic_Male_37,Webcam_03.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,National_ID.jpg,0.38
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,Passport.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,Phone_indoor_01.jpg,0.49
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,Phone_outdoor_01.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,Phone_outdoor_02.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,Webcam_01.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,Webcam_02.jpg,0.46
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east 32_Male,Webcam_03.jpg,0.4
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,National_ID.jpg,0.5
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,Passport.jpg,0.55
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,Phone_indoor_01.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,Phone_outdoor_01.jpg,0.45
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,Phone_outdoor_02.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,Webcam_01.jpg,0.37
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,Webcam_02.jpg,0.39
African/African_female_23,Phone_indoor_01.jpg,Middle East/Middle east_23_Male,Webcam_03.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,National_ID.jpg,0.36
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,Passport.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,Phone_indoor_01.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,Phone_outdoor_01.jpg,0.54
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,Phone_outdoor_02.jpg,0.54
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,Webcam_01.jpg,0.41
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,Webcam_02.jpg,0.66
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_25,Webcam_03.jpg,0.44
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,National_ID.jpg,0.54
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,Passport.jpg,0.53
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,Phone_indoor_02.jpg,0.39
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,Phone_outdoor_01.jpg,0.46
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,Phone_outdoor_02.jpg,0.6
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,Webcam_01.jpg,0.43
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,Webcam_02.jpg,0.4
African/African_female_23,Phone_indoor_01.jpg,South Asia/South asia_Female_26,Webcam_03.jpg,0.46
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_23,Phone_outdoor_02.jpg,0.53
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_23,Webcam_01.jpg,0.48
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_23,Webcam_02.jpg,0.56
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_23,Webcam_03.jpg,0.43
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,National_ID.jpg,0.6
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,Passport.jpg,0.5
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,Phone_indoor_01.jpg,0.48
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,Phone_outdoor_01.jpg,0.4
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,Phone_outdoor_02.jpg,0.38
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,Webcam_01.jpg,0.59
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,Webcam_02.jpg,0.45
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_27,Webcam_03.jpg,0.46
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,National_ID.jpg,0.47
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,Passport.jpg,0.44
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,Phone_indoor_01.jpg,0.34
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,Phone_outdoor_01.jpg,0.46
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,Phone_outdoor_02.jpg,0.4
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,Webcam_01.jpg,0.52
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,Webcam_02.jpg,0.54
African/African_female_23,Phone_outdoor_01.jpg,African/African_female_32,Webcam_03.jpg,0.55
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,National_ID.jpg,0.5
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,Passport.jpg,0.51
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,Phone_indoor_01.jpg,0.39
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,Phone_outdoor_01.jpg,0.48
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,Phone_outdoor_02.jpg,0.53
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,Webcam_01.jpg,0.46
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,Webcam_02.jpg,0.56
African/African_female_23,Phone_outdoor_01.jpg,African/African_Male_22,Webcam_03.jpg,0.46
African/African_female_23,Phone_outdoor_01.jpg,Caucasians/Caucasian_female_28,Passport_1.jpg,0.48
African/African_female_23,Phone_outdoor_01.jpg,Caucasians/Caucasian_female_28,Passport_2.jpg,0.6
African/African_female_23,Phone_outdoor_01.jpg,Caucasians/Caucasian_female_28,Phone_indoor_01.jpg,0.59
African/African_female_23,Phone_outdoor_01.jpg,Caucasians/Caucasian_female_28,Phone_outdoor_01.jpg,0.61
African/African_female_23,Phone_outdoor_01.jpg,Caucasians/Caucasian_female_28,Phone_outdoor_02.jpg,0.57
